0,gold formula
x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"( ( ( not ( eventually[27,29] ( not ( eventually[3,inf] ( x_0 >= 2.4754 ) ) ) ) or always[24,34] ( always[34,36] ( not ( ( x_2 <= 0.646 and x_0 >= 0.6454 ) ) ) ) ) or eventually[24,inf] ( not ( eventually[32,34] ( ( ( x_2 <= 0.491 and x_0 <= -1.7656 ) and not ( x_0 >= -0.9124 ) ) ) ) ) ) or ( always[4,9] ( always[0,14] ( not ( ( always ( x_0 <= 1.0129 ) or ( x_1 <= 0.5913 or x_2 >= -1.4147 ) ) ) ) ) and always[0,32] ( eventually[14,31] ( not ( always[17,inf] ( eventually ( x_1 >= -0.1192 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( not ( eventually[1,inf] ( not ( not ( not ( always[1,25] ( x_1 >= 0.5 ) ) ) ) ) ) until[12,23] ( eventually[24,30] ( always ( not ( ( ( x_1 >= -1.8996 and x_2 >= -0.1143 ) and not ( x_2 >= -0.9872 ) ) ) ) ) until not ( ( not ( not ( ( x_0 <= -0.735 or x_1 >= -1.7857 ) ) ) until not ( ( ( x_1 <= -1.3465 until[20,inf] x_0 <= -2.1453 ) or not ( x_1 <= -0.1923 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"eventually ( ( ( always[23,inf] ( ( not ( not ( x_2 <= 0.757 ) ) until[8,27] ( always ( x_2 <= 0.9261 ) and always[22,30] ( x_0 >= -1.2934 ) ) ) ) or not ( not ( ( ( x_1 <= -2.0916 until x_1 <= -0.4249 ) until[16,30] ( x_2 <= -0.4863 or x_0 >= -0.3474 ) ) ) ) ) and eventually[19,27] ( ( always[32,34] ( eventually[29,34] ( always ( x_0 >= -0.4116 ) ) ) and ( always ( ( x_2 >= 1.326 and x_2 <= -1.1277 ) ) and eventually[14,32] ( eventually[17,31] ( x_0 >= -0.4682 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"eventually[21,30] ( ( ( ( eventually[15,33] ( not ( ( x_1 <= -0.7284 until[2,inf] x_2 <= -0.5102 ) ) ) and ( ( ( x_0 >= -0.2001 and x_2 <= 0.999 ) and not ( x_2 <= -0.0367 ) ) until[25,29] ( ( x_2 <= 0.831 and x_0 >= -1.9573 ) until[27,30] ( x_0 <= 0.0759 or x_0 <= -0.4841 ) ) ) ) and not ( not ( eventually[0,24] ( not ( x_1 <= 1.1091 ) ) ) ) ) and not ( not ( not ( ( eventually[1,inf] ( x_1 <= 0.0216 ) and eventually ( x_1 <= 0.5775 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[27,33] ( eventually[20,22] ( ( not ( not ( not ( ( x_0 >= -0.3817 and x_1 <= 1.1362 ) ) ) ) until[7,10] ( ( ( eventually[5,15] ( x_2 >= 0.713 ) or eventually[14,24] ( x_0 >= -0.359 ) ) or ( ( x_0 >= 0.5882 and x_2 >= 1.035 ) and eventually[12,34] ( x_1 >= -0.6802 ) ) ) or ( always[23,31] ( ( x_0 >= 0.2609 and x_1 <= -1.0415 ) ) and always[1,22] ( ( x_2 >= -1.5765 until x_2 <= 0.2606 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( ( eventually ( ( not ( always[2,inf] ( always ( x_1 >= 0.8849 ) ) ) or eventually[4,inf] ( ( ( x_0 >= -0.0667 or x_0 >= -0.8531 ) or eventually[5,inf] ( x_0 <= 0.5595 ) ) ) ) ) until not ( not ( eventually[4,inf] ( always ( ( x_1 <= 0.4212 and x_2 >= 1.045 ) ) ) ) ) ) until[7,15] eventually[3,19] ( ( eventually[17,25] ( ( ( ( x_0 >= -0.6315 and x_1 <= 1.7839 ) until not ( x_2 >= 1.9683 ) ) and eventually[12,23] ( ( x_0 >= 0.0899 or x_2 >= -1.6837 ) ) ) ) and not ( ( not ( ( x_1 >= -1.346 and x_0 <= -1.1949 ) ) and ( ( x_1 >= -0.033 until[8,13] x_0 >= -1.0408 ) or not ( x_1 <= 0.2449 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"eventually[0,3] ( not ( always[13,29] ( not ( always ( always ( always ( x_0 >= 0.5124 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"eventually[31,36] ( eventually[13,15] ( always ( ( ( always[18,inf] ( ( x_1 >= 0.0152 until[5,7] x_1 >= 0.3304 ) ) or ( ( x_2 >= 1.0145 and x_1 <= -0.4379 ) until[19,36] not ( x_1 <= 0.0787 ) ) ) and eventually[10,inf] ( ( ( x_2 <= 1.1877 until[25,30] x_0 <= -2.9225 ) or ( x_0 <= -0.0149 and x_2 <= 1.2485 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( not ( ( not ( not ( ( not ( x_0 >= 0.0475 ) and ( x_2 >= 0.4645 until x_1 <= 0.6479 ) ) ) ) until[27,30] ( not ( ( ( x_2 <= 0.5142 and x_2 >= 1.0106 ) or not ( x_2 <= 0.2327 ) ) ) or ( not ( eventually[3,inf] ( x_1 >= 0.6687 ) ) or always[7,14] ( ( x_2 >= -1.6474 and x_0 <= 0.3498 ) ) ) ) ) ) and not ( not ( ( ( ( not ( x_0 <= 1.1184 ) until[18,32] ( x_1 >= 1.8198 and x_0 <= -1.0369 ) ) until[4,10] not ( ( x_2 <= -0.9697 or x_2 <= -0.1144 ) ) ) or ( always[34,36] ( eventually[4,35] ( x_1 <= -0.285 ) ) and ( ( x_0 <= 1.9082 or x_2 >= 0.551 ) until[27,inf] always[2,12] ( x_0 <= -1.5441 ) ) ) ) ) ) )"
1 1 1 x_1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1         1 1 1 1 1 1 1 1                                                                                                                                                                                                                                                                                                                                                                                                               ,"always[0,17] ( not ( not ( ( not ( ( ( x_1 >= 0.5578 until[34,36] x_0 <= -2.2908 ) and always[31,36] ( x_0 <= -0.4042 ) ) ) until ( always ( not ( x_2 >= 0.4727 ) ) and not ( always ( x_0 <= -0.4176 ) ) ) ) ) ) )"
x_[[[[[[ x_1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 x_1 1 1 1 x_1 1 x_1 1 1 1 x_1 x_1 1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x,"not ( ( not ( eventually[2,4] ( ( ( eventually[11,inf] ( x_1 <= -0.4844 ) until[18,31] not ( x_1 <= -0.659 ) ) until[28,inf] not ( ( x_0 <= 0.0994 and x_2 >= -0.1161 ) ) ) ) ) and ( ( always[3,inf] ( ( ( x_0 >= -0.7994 and x_0 >= 1.366 ) and ( x_0 <= -0.1854 or x_0 <= 0.4069 ) ) ) until[2,inf] ( not ( ( x_1 <= 0.9295 until x_2 >= 0.3839 ) ) until[3,inf] ( ( x_2 <= -0.8961 until[0,21] x_1 >= -1.2904 ) or ( x_2 >= 1.3121 or x_0 >= -0.0225 ) ) ) ) and always[0,inf] ( eventually[31,33] ( ( ( x_0 <= 0.9176 or x_1 <= -0.7681 ) and ( x_0 <= 1.0746 until[34,36] x_0 <= -0.0393 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"eventually[23,inf] ( eventually[33,inf] ( always[0,17] ( ( eventually[18,20] ( ( ( x_1 >= -1.5686 until[8,inf] x_1 <= 0.4037 ) and not ( x_1 >= -1.4126 ) ) ) and ( always[10,13] ( ( x_1 <= 0.0299 or x_2 <= -0.7175 ) ) and ( ( x_1 >= -0.5039 or x_1 <= -0.2935 ) and ( x_1 >= 0.1991 and x_2 >= -0.206 ) ) ) ) ) ) )"
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1    1 1 1 1 1        1 1 1 1                                                                                                                                                                                                                                                                                                                                                                                    ,"( eventually[0,5] ( always[5,inf] ( not ( not ( ( not ( x_0 >= -0.293 ) or ( x_1 <= 0.0169 and x_1 <= 1.1726 ) ) ) ) ) ) until[14,25] always[11,inf] ( not ( not ( not ( not ( not ( x_0 <= -1.6252 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[28,30] ( not ( ( ( ( not ( not ( x_0 <= 0.3526 ) ) or ( not ( x_0 <= -0.3471 ) or not ( x_1 >= -0.6855 ) ) ) until[20,28] ( ( ( x_2 >= 0.2437 until x_0 >= 0.5407 ) or ( x_0 <= -0.2577 or x_2 <= -1.106 ) ) or not ( ( x_0 >= -0.7736 and x_0 >= 1.1229 ) ) ) ) or not ( ( eventually[15,inf] ( always[28,inf] ( x_0 <= 1.0173 ) ) or not ( ( x_1 <= -0.5523 until[13,25] x_2 <= 1.3266 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( not ( not ( always[33,36] ( eventually[16,inf] ( ( always[29,32] ( x_2 <= 0.6522 ) and eventually[9,11] ( x_2 >= 0.6416 ) ) ) ) ) ) and ( ( not ( not ( ( ( x_2 <= -0.5782 or x_0 <= -0.0975 ) and ( x_0 <= -1.3785 or x_2 >= -0.6476 ) ) ) ) until[18,21] not ( always ( not ( ( x_2 <= -1.3219 and x_0 <= 0.9076 ) ) ) ) ) until not ( eventually[16,35] ( always[10,inf] ( always[1,31] ( always ( x_0 >= -1.4851 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( ( not ( not ( not ( not ( not ( x_0 <= -1.1745 ) ) ) ) ) until[2,inf] ( not ( always ( ( always[7,29] ( x_2 >= 2.1551 ) and eventually[23,inf] ( x_2 >= -0.741 ) ) ) ) until ( ( always[12,22] ( ( x_0 <= 0.3851 until[27,inf] x_0 >= -0.2256 ) ) or not ( not ( x_0 <= 0.4945 ) ) ) or not ( ( not ( x_0 >= 0.2553 ) and eventually[34,36] ( x_2 >= -0.4055 ) ) ) ) ) ) and eventually[18,28] ( not ( eventually[24,32] ( ( not ( always[31,33] ( x_0 <= 1.9789 ) ) or ( eventually[4,inf] ( x_1 >= 0.2125 ) or always[20,35] ( x_0 >= 2.0232 ) ) ) ) ) ) )"
x_[[[x_x_x_x_x_x_x_x_x_x_x_      x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                   x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"not ( ( ( ( not ( eventually[15,18] ( ( x_2 <= -0.6259 and x_0 <= 0.3086 ) ) ) or not ( eventually ( ( x_1 >= -0.7045 or x_0 >= -1.0518 ) ) ) ) until[13,21] eventually[21,inf] ( ( ( ( x_0 >= 0.7348 or x_0 >= -0.0551 ) until[5,25] not ( x_2 <= 0.4825 ) ) and not ( eventually[5,31] ( x_0 >= 1.0347 ) ) ) ) ) and eventually[29,35] ( ( always[19,34] ( not ( always[4,inf] ( x_2 >= 0.5003 ) ) ) or not ( eventually[15,22] ( not ( x_2 >= 1.2146 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( always ( not ( always[9,inf] ( ( not ( eventually ( x_2 >= 0.4972 ) ) or eventually ( eventually ( x_0 >= -1.1959 ) ) ) ) ) ) until[18,inf] ( not ( not ( eventually[23,30] ( not ( ( x_2 <= 0.8199 and x_2 <= 0.8359 ) ) ) ) ) until[22,27] ( not ( not ( not ( always ( x_1 >= -0.1389 ) ) ) ) until ( ( not ( ( x_2 >= 0.8755 and x_2 <= 0.1921 ) ) and ( not ( x_0 >= -0.7239 ) or not ( x_2 >= 0.5347 ) ) ) and ( ( ( x_0 >= 0.0614 and x_2 <= -1.7025 ) or eventually[3,17] ( x_1 >= -2.0996 ) ) and ( ( x_2 >= -0.0003 or x_0 <= -0.8947 ) and not ( x_1 <= 1.7371 ) ) ) ) ) ) )"
x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_             x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                        x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_ x_ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"not ( not ( not ( ( not ( ( ( x_2 <= -0.2646 and x_0 >= -1.8462 ) or always[4,26] ( x_0 >= -0.7197 ) ) ) until[0,5] ( ( not ( x_1 <= 0.3738 ) and not ( x_0 <= 0.7758 ) ) until[5,12] always[3,5] ( eventually[20,26] ( x_1 <= -0.736 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( eventually[5,inf] ( ( not ( ( not ( ( x_1 <= 1.4606 until[13,20] x_0 <= -1.0697 ) ) and ( ( x_2 >= 1.3073 or x_2 <= 0.8533 ) or ( x_0 <= 1.5243 or x_2 <= 2.332 ) ) ) ) and not ( ( ( ( x_0 <= 0.7255 and x_0 <= 1.1575 ) until[19,inf] ( x_0 <= -1.0781 and x_1 <= 1.7031 ) ) or ( ( x_1 <= -0.2597 or x_0 <= 0.6548 ) and eventually[20,inf] ( x_0 >= 1.0316 ) ) ) ) ) ) until[27,29] eventually[3,inf] ( always[3,inf] ( eventually[20,35] ( not ( not ( not ( x_1 <= -0.4542 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( not ( eventually[8,18] ( ( ( always ( eventually[17,35] ( x_2 <= 2.7767 ) ) until[13,20] not ( ( x_0 <= 0.0058 until[2,9] x_0 >= 0.6985 ) ) ) or not ( ( ( x_0 <= 1.0894 and x_0 <= 0.2143 ) and ( x_0 <= 0.6149 or x_2 <= 0.5079 ) ) ) ) ) ) until not ( not ( always[12,19] ( not ( ( ( x_2 >= 1.9282 or x_2 <= -0.4733 ) or ( x_1 <= 1.4771 and x_2 >= 0.4614 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"not ( always[13,32] ( always[12,21] ( always[7,18] ( eventually[25,27] ( ( not ( x_2 >= 0.525 ) or ( x_1 <= 1.1234 or x_0 <= 3.167 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[29,35] ( not ( ( always[10,21] ( ( not ( ( x_2 <= -0.0278 and x_2 <= 0.2253 ) ) and ( not ( x_0 <= -2.5073 ) or not ( x_2 >= 1.5192 ) ) ) ) or ( ( not ( ( x_1 <= 0.4949 and x_1 >= 0.6369 ) ) until[22,33] ( not ( x_2 <= -0.9828 ) and ( x_2 <= -0.7452 or x_0 <= 1.1007 ) ) ) and ( not ( ( x_0 >= -0.3334 or x_1 >= -0.2387 ) ) and not ( not ( x_0 <= -0.143 ) ) ) ) ) ) )"
x_[[[[[ x_1 x_1 1 x_1 1 1 x_1 1 x_1 1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_1 x_1 x_x_1 x_x_1 x_x_1 x_x_1 x_1 x_x_x_1 x_1 x_1 x_x_x_x_x_1 x_x_1 x_x_x_1 x_x_1 x_x_x_x_x_1 x_x_1 x_x_x_x_x_x_1 x_1 x_x_x_x_x_x_x_x_x_1 x_1 x_x_x_x_x_x_x_x_x_x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_1 x_ x_ x_ x_ x_ x_ x_ x_ x_ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_1 x_1 x,"always[6,inf] ( always[7,29] ( not ( ( not ( ( ( x_1 <= -1.238 and x_2 <= -0.546 ) or always ( x_0 <= 1.2681 ) ) ) and ( ( ( x_0 <= -0.1948 until[18,27] x_1 >= -0.9463 ) and eventually[13,25] ( x_2 >= 0.0414 ) ) and ( always[28,36] ( x_1 <= 0.2924 ) and not ( x_2 >= 0.1481 ) ) ) ) ) ) )"
